,timestamp,rating,title,text,parent_asin,verified_purchase
2373872,2022-05-25 18:29:45,1.0,Completely and consistently inaccurate,"At least a full degree off from an oral thermometer.  I compared it to all the oral thermometers and it measure a full degree lower than all three oral devices.  Easy to use, but what's the point if it literally doesn't do what it says.  Would return, but threw away the packaging.",B075QQ8VZW,True
2375048,2020-12-01 00:57:23,5.0,Exactly what I wanted.,I wanted a digital thermometer just like the one used by the people who check my temperature before  enter an office for an appointment. I searched for the best digital infrared thermometer. The iHealth model was in the top of the ratings and looked like the one I am checked with several times a week so I bought it. The instructions for using the digital thermometer easy to understand. The material in the box also explained the various ways to check your temperature and the differences each method has in a non technical manner I found very useful. We check our forehead temperature twice a day as recommended by the medical experts in seconds.,B075QQ8VZW,True
2375159,2020-07-23 01:18:53,5.0,Great thermometer,Very quick and easy to use. Fits easily in my hand and gives accurate and fast readout. Provides peace of mind during the corona virus saga.,B075QQ8VZW,True
2375177,2021-04-27 04:27:36,1.0,imprecise & inaccurate,Gives different temperature on same forehead taken within a minute. Always reads everyone at below 98. Seems too easily effected by ambient temperature as well.,B075QQ8VZW,True
2375217,2020-07-17 11:26:04,5.0,easy to use,So far so good. No issues works great,B075QQ8VZW,True
2375522,2021-04-22 03:03:47,5.0,Quick and accurate,Simple and easy to use. So much better and quick.,B075QQ8VZW,True
2376100,2020-10-20 18:30:53,5.0,None,None,B075QQ8VZW,True
2376784,2022-10-26 04:10:23,5.0,So easy and accurate,Just buy it. It works the best out of any digital thermometer I’ve used.,B075QQ8VZW,True
2376938,2021-07-06 18:49:44,5.0,Easy,Super easy to use. Results in 1 second. Always accurate.,B075QQ8VZW,True
2377025,2021-01-13 03:56:14,5.0,Works super good and easy to use,Love this product!!!,B075QQ8VZW,True
2377039,2021-05-07 02:50:58,1.0,Waste.,Never accurate.,B075QQ8VZW,True
2377249,2020-07-14 20:02:09,5.0,Easy to use,it was exactly as described and very easy to use,B075QQ8VZW,True
2377306,2020-12-28 19:24:14,1.0,Doesn’t work,It’s totally inaccurate.,B075QQ8VZW,True
2377319,2020-07-31 18:42:02,5.0,Works as expected,Very easy to use and seems to be very consistent/correct.  I would highly recommend.,B075QQ8VZW,True
2377807,2021-01-04 22:16:13,5.0,Reliable,Came with batteries and ready to use right out of the box. Accurate and consistent.,B075QQ8VZW,True
2378892,2020-08-19 07:33:38,5.0,Quick and Easy,"This is a great thermometer, it is lightning fast and easy to use.",B075QQ8VZW,True
2379198,2022-10-31 13:29:52,1.0,Item did not work,It came broken. The device did not turn on. Unfortunately the seller offered no returns.,B075QQ8VZW,True
2379202,2020-08-07 23:06:34,5.0,"Great item, a little pricey","It works perfectly with no touch, therefore no personal intrusion. It is pricey, though.",B075QQ8VZW,True
2379251,2020-12-01 19:51:42,5.0,Great Thermometer,Immediate results with a pulse to let you know it’s complete. Great product.,B075QQ8VZW,True
2379454,2022-09-09 01:13:44,2.0,Inconsistent Readings,Each temp I take I get a different reading. It’s like I need to take three and go with the average. It is easy to use though…,B075QQ8VZW,True
2379487,2023-03-14 03:00:14,1.0,Don’t bother,Horrible thermometer when someone’s sick you need a thermometer that first of works…is accurate and most of all easy and quick to use. After multiple attempts of trying to get a reading and throughly following instructions and different family members trying to get it to work it never provided a reading. It’s a headache will be returning,B075QQ8VZW,True
2379516,2021-03-07 21:17:45,1.0,Poor instructions,Product did not work. Instructions very poor. Returned product,B075QQ8VZW,True
2380457,2022-07-24 12:52:32,1.0,Random numbers,It just spits out random numbers. You will not get accurate or actionable results from this.,B075QQ8VZW,True
2380594,2021-09-10 05:59:30,1.0,NOT ACCURATE!,"While this is very easy to use and easy to read, it is 100% not accurate. I got this for my baby and I'm glad I found out it doesn't work before she got here.",B075QQ8VZW,True
2381081,2020-10-27 18:40:43,1.0,Don’t bother,Zero accuracy!! My son had 103 fever and it still said it was 97.3. Everything is 97.3 a total waste of money!,B075QQ8VZW,True
2381360,2021-03-04 22:36:12,5.0,Fun and easy to use,"We were excited after getting this and started checking our own temperatures immediately. It is easy to use , it is quick and seems accurate. It is also very convenient.  I would still use an in mouth thermometer just to double check if need be.",B075QQ8VZW,True
2381467,2020-07-19 23:32:27,5.0,Great thermometer!,"Fast and accurate.  I love that I just need to be near, but not touch the person I’m taking the temperature for.",B075QQ8VZW,True
2381631,2020-10-14 18:03:40,5.0,handy,"convenient, easy to use",B075QQ8VZW,True
2381826,2023-03-31 20:13:16,5.0,Easy & fast to use,"Small, lightweight, fast & simple to use. Doesn’t need to touch forehead but needs to be close",B075QQ8VZW,True
2381987,2020-12-28 21:31:03,5.0,Good thermometer,"I have only owned this for one week, it is very easy to use, works quickly and appears to be accurate.",B075QQ8VZW,True
2382066,2022-11-09 03:30:45,1.0,Don’t bother.,This device is not accurate at all,B075QQ8VZW,True
2382286,2020-10-19 19:35:45,5.0,Easy to use,We are using two of these at our church entrances for Covid-19 screening.  Easy to use and appear to be accurate when comparing readings with a contact thermometer.,B075QQ8VZW,True
2382407,2020-08-20 17:55:41,4.0,Works as advertised!,Works as advertised!  Im happy with my purchase.,B075QQ8VZW,True
2382499,2020-08-15 17:41:41,3.0,It “eats” batteries,This thermometer “eats” batteries. My husband and I each used it twice a day. Not even two months after buying it we were on the third set of batteries.,B075QQ8VZW,True
2382803,2020-08-08 22:13:10,5.0,Follow exact directions,We’ve had to take our temps over a few times for accuracy,B075QQ8VZW,True
2382805,2020-12-11 00:24:27,5.0,Ease of use and easy to read,Order these to use in a school setting daily. So far they are great.,B075QQ8VZW,True
2383467,2022-08-11 21:30:12,5.0,Customer Service comes through,"My initial review was negative as the thermometer we received kept eating batteries. After that review we were contacted by both Amazon and by the manufacturer. They sent a replacement and it is awesome (and it doesn't eat batteries!!). Fast, accurate and easy to use...exactly what we were looking for. Thank you Amazon and iHealth. We highly recommend these thermometers.",B075QQ8VZW,True
2383876,2021-01-23 17:04:15,5.0,Excellent buy.,Wonderful. Easy to use. Bought for my 99 year old Mom with vision problems and yet she was able to use easily. Bought 2 more. 1 for myself and 1 for a friend.  By then the price had gone up by $5.,B075QQ8VZW,True
2383976,2022-01-20 02:09:06,5.0,Quick and easy temp readings,This unit is easy to use. A simple push of a button and a few seconds is all it takes to give you a reading.<br />The display is bright and large making it easy to read.,B075QQ8VZW,True
2384049,2020-12-02 04:07:11,5.0,Best thermometer,"This is such an easy device, especially during this national pandemic.  Taking your temperature is a breeze and helpful to have handy for all our family. I would highly recommend this product to all.",B075QQ8VZW,True
2384076,2020-06-21 18:53:34,4.0,Decent No Touch Thermometer,Overall it was good and easy to use. The temperature changes slightly when tested but it’s within the ballpark of 1-2 degree differences.  I received pretty quickly and like this model since you don’t have to touch and it’s better than the old fashioned way.,B075QQ8VZW,True
2384146,2021-04-30 07:20:26,3.0,Inconsistent,"Inconsistent readings each time, temperature is never the same one twice",B075QQ8VZW,True
2384216,2020-12-01 19:06:25,5.0,Fast and easy,Very lightweight and so easy to use. Just put it near your far head and just in a second it vibrates to let you know it’s done. Bam there’s your temperature.,B075QQ8VZW,True
2384235,2022-08-19 15:51:11,5.0,About that 1 inch,The unit is great and fast. It's just that 1 inch thing that bothers me. Will it make a difference if I touch my forehead ? Maybe some kind of vibration to let you know reading is acceptable. Not everyone has a mirror with them to see the 1 inch needed for accurate reading. Tape on a toothpick with 1 inch gap may  help.,B075QQ8VZW,True
2384396,2021-02-02 18:19:30,5.0,"Takes temps great, BUT drains batteries in storage.","Works great for checking temperatures, BUT it drains the battery in storage.  After a couple of weeks sitting unused, the batteries will be dead.  I have to take out the batteries after each use, when not using for a couple of weeks.  Very strange.",B075QQ8VZW,True
2384495,2021-08-12 01:32:07,4.0,Digital Thermometer,Great product.  Quick and easy to use.,B075QQ8VZW,True
2384507,2020-12-04 14:16:25,5.0,Great Product,Love it!,B075QQ8VZW,True
2384742,2020-12-16 20:04:31,5.0,Easy to use,This item is a gift but appears to be satisfactory.,B075QQ8VZW,True
2385179,2021-04-05 20:48:30,5.0,Keeps you healthy!,I this item because it's so easy to use and I have one at work that I use everyday.,B075QQ8VZW,True
2385222,2021-04-29 17:07:27,2.0,Not accurate at all,"Since I bought this device couple months ago, the temp is always between 77.5 & 77.9. My daughter has been sick several times, and the device keeps saying no fever. I took her temp this morning with this device and a different one and again got 97.7 yet her fever is 100.4. SMH.",B075QQ8VZW,True
2385250,2023-01-03 14:58:01,2.0,"Constantly says the battery is low, even immediately after replacing them","Works well, reads accurately. I've replaced the batteries 4 times in 2 months because it says it's constantly low. It tells me it's low even with a fresh set of batteries.",B075QQ8VZW,True
2386403,2022-09-18 18:45:00,5.0,Needs a little getting used to choosing location on forehead.,Liked product. Easy to read and results are quick.,B075QQ8VZW,True
2386687,2021-04-23 14:08:21,5.0,My mom takes my grandpa temp,"At first it was acting up a little but then it started as it supposed to.. very easy to use. If my mom can handle it, every can lol",B075QQ8VZW,True
2387627,2020-08-16 14:16:23,1.0,Do not buy,"This product did not work.  It’s not user friendly, nor does it display the temperature. Wish I never bought it.",B075QQ8VZW,True
2387844,2022-10-27 21:00:12,5.0,Reproducible accurate temperatures. Easy to use very fast. accurate temperatures.,Reproducible accurate temperatures. Easy to use and  very fast.,B075QQ8VZW,True
2388653,2020-10-06 09:55:25,5.0,coaching needs,Needing to check all the girls temp before practice and this one is easy to use and most importantly it is accurate.,B075QQ8VZW,True
